,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,salt_100g,sodium_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-estimate_100g,fiber_100g,proteins_100g,fruits-vegetables-nuts-filling-estimate
en:pumpkin-seeds,2403.0,47.15,8.7,1.3,0.03,0.0118110236220472,0.0,0.0,6.0,28.3,0.0
en:fried-rice,659.0,3.6,0.7,1.2,0.96,0.37795275590551203,9.5,10.9,1.1,4.9,9.5
fr:thons-a-l-huile-de-tournesol,862.0,11.0,1.5,0.0,1.05,0.413385826771654,,,0.0,23.9,
en:fish-eggs,521.4,5.7,1.5,0.5,4.4,1.7322834645669298,,,0.0,11.0,
en:olive-oils-from-france,3700.0,99.9,13.8,0.0,0.0,0.0,,,0.0,0.0,
en:paprika-crisps,2222.0,32.8,2.8,2.4,1.512,0.5952755905511811,,,4.6,6.0,
en:granulated-sugars,1674.0,0.0,0.0,100.0,0.0,0.0,,,0.0,0.0,
en:fresh-ground-beef-preparations,861.0,15.0,6.0,0.4,0.845,0.332677165354331,,,1.2,16.0,
fr:preparations-pour-entremets,1556.0,1.5,0.5,53.0,0.1,0.0393700787401575,,16.3,0.0,1.9,16.3
en:gluten-free-biscuits,1946.5,19.835,6.75,22.6,0.5921000000000001,0.2331102362204725,,10.0,3.0,4.550000000000001,10.0
fr:cremes-dessert-vanille,515.5,3.45,2.1,14.5,0.14,0.0551181102362205,0.0,0.0,0.035,2.95,0.0
en:lemon-teas,0.0,0.0,0.0,0.1,0.0,0.0,,,0.0,0.0,
en:frozen-soups,199.0,2.3,1.2,1.6,0.54,0.21259842519685,30.0,38.5,1.25,1.15,37.0
fr:beurres-de-baratte,3038.0,82.0,53.0,0.59,1.3,0.5118110236220471,,,0.0,0.7,
en:cucumbers,0.0,0.1,0.1,3.6,1.35,0.531496062992126,100.0,100.0,0.5,0.645,100.0
en:fortified-wines-such-as-natural-sweet-wines,0.0,0.0,0.0,7.76,22.86,9.0,,,0.0,0.2,
fr:biscuits-aperitif-souffles-a-la-cacahuete,2041.0,23.0,3.2,2.0,1.7,0.669291338582677,,,3.6,12.7,
en:light-mayonnaises,1231.5,27.25,2.5,4.2,1.9,0.748031496062992,,,0.1,1.05,
fr:jus-de-pamplemousse-rose,163.0,0.1,0.0,8.2,0.005,0.00196850393700787,100.0,100.0,0.3,0.6,100.0
en:lump-sugar,1674.0,0.0,0.0,100.0,0.0,0.0,,,0.0,0.0,
en:dried-figs,1131.5,1.45,0.3,48.7,0.15,0.0590551181102362,100.0,100.0,11.0,3.3,100.0
en:camargue-rices,1464.0,1.65,0.4,0.5,0.01,0.00393700787401575,,,1.6,7.45,
en:pains-bagel,1134.0,1.6,0.0,5.26,1.12776,0.444,,,2.45,9.47,
en:instant-noodle-soups,410.0,3.8499999999999996,1.9,1.2,1.0,0.393700787401575,,,0.909,2.95,
fr:pate,1677.0,27.0,7.0,27.5,0.12,0.047244094488189003,28.0,16.0,3.0,7.0,16.0
en:lemon-yogurts,410.0,3.1,2.1,12.9,0.1058,0.0416535433070866,,5.9,0.1,3.3049999999999997,5.9
en:liqueur-chocolates,1935.0,23.0,14.0,48.3,0.02,0.0078740157480315,,20.5,1.0,4.0,20.5
en:egg-tagliatelle,1159.0,2.5,0.7,1.8,0.1,0.0393700787401575,,,2.8,11.0,
fr:cidres-demi-secs,0.0,2.4,0.56,0.66,0.0,0.0,,,,0.0,
en:basil,0.0,2.9,0.215,0.385,0.05,0.0196850393700787,,,3.47,3.2,
en:vanilla-soy-milks,226.0,1.8,0.3,5.4,0.1,0.0393700787401575,,8.0,0.5,3.3,8.0
en:vanilla-flavored-rice-pudding,532.0,3.3,2.1,13.0,0.1,0.0393700787401575,,,0.1,3.3,
en:canned-herrings,810.0,14.0,2.75,2.5,1.2,0.47244094488189003,,5.0,0.1,13.0,5.0
fr:noix-de-cajou-salees,2586.0,48.3,9.0,6.6,0.88,0.346456692913386,90.0,90.0,5.8,19.8,90.0
en:puffed-wholegrain-rice-cakes,1632.0,3.0,0.6,0.7,0.25,0.0984251968503937,,,3.4,8.0,
en:flavoured-chocolates,2294.0,36.0,22.0,37.85,0.02,0.0078740157480315,,0.0,9.1,7.0,0.0
fr:sandwichs-polaires,983.0,9.6,2.8,4.9,1.4,0.551181102362205,,,2.1,10.8,
en:roasted-chicken-and-thyme-crisps,2257.0,34.0,3.0,2.0,1.5,0.590551181102362,,,5.0,6.4,
en:fruit-and-milk-juices,205.0,0.0,0.0,11.0,0.0,0.0,22.8,25.6,0.0,0.7,25.6
fr:anchoiade,1736.0,39.655,5.4,0.4,4.86,1.91338582677165,,,1.05,8.3,
fr:burrata,1021.0,19.3,13.2,1.2,0.5,0.19685039370078697,,,0.0,13.0,
en:chestnuts,647.5,1.3,0.25,7.0,0.1,0.0393700787401575,,,4.8,2.6,
en:chocolate-coated-waffles,1931.0,25.0,13.149999999999999,28.0,0.54,0.21259842519685,,,1.9,6.0,
fr:oeufs-labellises-biologiques,607.0,10.0,2.7,0.7,0.31348,0.1235,,,0.0,12.3,
en:mixtures-of-aromatic-plants,0.0,0.0,0.0,0.0,0.1,0.0393700787401575,,,1.25,0.0,
en:duck-breasts,1460.0,30.0,10.0,0.7,2.7,1.06299212598425,,,0.0,19.35,
fr:champagnes-bruts,0.0,0.0,0.0,1.4,0.0,0.0,,,0.0,0.3,
en:easter-chocolate-eggs,2284.0,32.75,20.0,51.0,0.15,0.0590551181102362,,14.3,1.4,6.25,14.3
fr:biscottes-completes,1611.0,5.95,0.7,4.9,1.37,0.539370078740158,,,8.8,13.0,
en:whole-tunas,510.0,2.0,0.5,0.0,1.05,0.413385826771654,,,0.0,25.4,
fr:filets-d-anchois-marines-a-l-huile-vegetale,868.0,10.3,2.0,0.15,13.7,5.393700787401575,,,0.9,24.3,
fr:thons-albacore-au-naturel,482.5,1.5,0.5,0.0,1.01,0.397637795275591,,,0.0,25.0,
en:bayonne-ham,1077.0,15.0,6.85,0.5,5.07,1.9960629921259851,,,0.0,29.5,
en:canned-hearts-of-palm,113.5,0.1,0.0,0.7,0.8,0.31496062992126,100.0,100.0,2.25,2.3,100.0
fr:desserts-lactes-au-cafe,595.5,6.4,4.275,15.3,0.15,0.0590551181102362,0.0,0.0,0.4,3.0,0.0
en:strawberry-sorbets,500.0,0.32,0.1,23.2,0.02,0.0078740157480315,61.5,50.0,1.0,0.5,51.0
fr:acras-de-morue,824.0,7.949999999999999,1.1,2.4,1.7149999999999999,0.6751968503937005,,17.2,2.1500000000000004,11.2,17.2
en:chocolate-soy-milks,297.0,2.0,0.4,8.0,0.103632,0.0408,0.0,0.0,0.9,3.5,0.0
en:boissons,117.0,0.0,0.0,7.1,0.01651,0.0065,25.0,41.0,0.0,0.0,33.0
en:avena,1523.0,6.95,1.1,1.38,0.022699999999999998,0.008937007874015749,,,9.33,12.0,
en:rooibos,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
en:beets-salads,289.0,2.5,0.2,6.1,0.71,0.27952755905511795,82.0,82.0,2.2,1.3,82.0
fr:celeris-remoulade,472.0,10.5,0.9,1.8,1.0,0.393700787401575,71.0,70.55,2.55,1.1,71.0
en:chicken-tabbouleh,724.0,7.4,0.8,2.5,0.97,0.38188976377952794,19.5,11.9,2.2,6.0,15.0
fr:sauces-burger,1854.0,41.349999999999994,3.8,9.3,1.95,0.767716535433071,,8.9,0.6,1.3,8.9
en:potato-gnocchi,677.0,0.6,0.28,0.6,1.2,0.47244094488189003,,,2.0,4.2,
en:cheeseburger,1073.0,12.3,5.4,4.0,1.3,0.5118110236220471,,,1.55,13.3,
en:ground-peppers,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
en:albacore,749.0,8.5,2.1,0.1,1.0,0.393700787401575,,,0.0,25.0,
fr:gratins-dauphinois,439.0,4.5,2.7,1.3,0.75,0.295275590551181,50.0,50.0,1.55,2.4,50.0
en:extra-fine-gherkins,63.0,0.4,0.0,0.7,1.8,0.708661417322835,75.0,61.0,2.0,1.2,75.0
fr:mousses-de-foies,1230.0,26.0,10.5,1.7,1.63,0.641732283464567,,,0.0,11.0,
en:mango-applesauces,255.0,0.35,0.1,12.0,0.0029971999999999998,0.00118,100.0,100.0,1.7,0.4,100.0
en:caneles,1222.0,3.0,1.26,43.0,0.1,0.0393700787401575,,,1.3,5.0,
en:mildly-carbonated-natural-mineral-water,0.0,0.0,0.0,0.0,0.0059943999999999996,0.00236,,,0.0,0.0,
en:food-decorations,1713.5,5.0,1.35,75.95,0.04,0.015748031496063,,19.8,0.15000000000000002,0.6,19.8
en:refrigerated-squeezed-juices,183.5,0.1,0.0,9.6,0.0033799999999999998,0.00133,,,0.3,0.6,
en:curry-pastes,732.5,11.0,1.65,5.7,6.2357,2.455,,,5.29,3.1,
en:pepper-sauces,1580.0,27.0,3.9,3.6,2.0,0.78740157480315,,,0.7,1.2,
en:potato-salads,537.5,8.8,0.9,0.8,1.0,0.393700787401575,10.0,10.0,1.5,3.7,10.0
en:tapas,745.0,11.0,1.5,1.0,1.5,0.590551181102362,,16.8,1.75,13.0,16.8
en:unleavened-breads,1569.0,1.45,0.3,2.7,0.01,0.00393700787401575,,16.0,4.0,11.0,16.0
en:semolina-desserts,498.0,3.5,2.3,13.0,0.1,0.0393700787401575,0.0,2.5,0.2,3.4,0.0
en:raspberry-sorbets,494.0,0.2,0.0,23.9,0.0100076,0.00394,,50.0,0.9,0.5,50.0
en:canned-white-asparagus,67.0,0.1,0.0,1.3,0.9,0.3543307086614171,,60.0,1.4,1.3,60.0
en:pryaniki,1391.0,1.5,0.3,42.0,0.45999999999999996,0.1811023622047245,,,3.25,3.25,
en:three-cheese-pizza,1019.5,8.9,4.8,3.2,1.27,0.5,,8.0,2.4,11.25,8.0
en:clementine-jams,1012.5,0.3,0.1,55.0,0.01,0.00393700787401575,62.0,60.0,0.8,0.5,60.0
en:snacks,393.0,3.0,1.4,10.2,0.0899999999999999,0.0354330708661417,99.9,99.0,1.7,2.9,99.45
fr:alimentos-y-bebidas-de-origen-vegetal,916.0,2.1,0.4,4.0,0.1,0.0393700787401575,96.5,100.0,3.15,3.0,100.0
en:canned-sliced-champignon-mushrooms,79.0,0.4,0.0,0.3,0.63,0.248031496062992,,,2.3,2.2,
en:black-pitted-olives,639.0,16.3,2.6,0.0,2.5,0.9842519685039369,,,3.0,1.0,
fr:citronnades,151.0,0.0,0.0,8.4,0.0,0.0,22.5,14.7,0.05,0.05,15.0
en:puffed-rice,1646.5,3.4,1.0,15.0,0.2,0.078740157480315,,12.05,3.3,7.3,12.05
en:cinnamon,0.0,1.0899999999999999,0.09615,2.17,0.038,0.0149606299212598,,,3.53,1.39,
en:canned-seaweeds,1000.0,22.05,3.0,1.2,1.2,0.47244094488189003,,71.1,2.5,2.4,71.1
fr:fromages-blancs-natures,318.0,3.6,2.4,3.8,0.1,0.0393700787401575,,,0.0,7.2,
en:pomegranate-juices,250.0,0.0,0.0,13.0,0.01,0.00393700787401575,100.0,100.0,0.1,0.4,100.0
fr:pays-d-oc,0.0,3.0,3.0,4.5,0.0,0.0,,,,3.0,
en:wheat-flour-t405,1446.0,1.0,0.2,1.0,0.01,0.00393700787401575,,,3.5,10.0,
fr:sels-fins,0.0,0.0,0.0,0.0,98.4,38.740157480315,,,0.0,0.0,
en:rices-for-risotto,1477.0,0.7,0.2,0.3,0.01,0.00393700787401575,,,1.0,7.0,
fr:entrees-chaudes,1092.0,17.0,8.600000000000001,2.2,1.3,0.5118110236220471,11.65,14.0,1.2,8.0,14.0
fr:plats-prepares-a-rechauffer-au-four-traditionnel,586.0,7.9,3.6,2.4,0.8,0.31496062992126,26.6,22.0,1.25,6.5,26.6
en:cauliflowers,96.0,0.5,0.1,1.8,0.03,0.0118110236220472,100.0,100.0,2.0,1.9,100.0
en:parsley,0.0,1.0,0.4,1.0,0.124,0.04881889763779525,,,3.9,3.8,
en:canned-fruits-in-juice,241.0,0.1,0.0,12.0,0.01,0.00393700787401575,57.5,57.5,1.0,0.4,57.5
en:low-fat-prepared-meals,408.0,2.4,0.6,1.7999999999999998,0.6525000000000005,0.25695275590551203,25.0,25.0,1.7,6.65,25.0
en:wheat-breads,1259.5,6.5,1.2,2.1,1.25,0.492125984251969,,,3.0,9.1,
es:salchichas,681.0,10.85,3.0,0.0,2.1100000000000003,0.831,,,0.0,10.850000000000001,
en:coconuts,2653.0,64.5,57.05,6.9,0.08499999999999995,0.03346456692913385,100.0,100.0,14.0,6.9,100.0
en:pineapple-in-syrup,276.0,0.1,0.0,15.0,0.01,0.00393700787401575,70.0,60.0,0.9,0.4,60.0
en:sultana-raisins,1328.5,0.615,0.2,65.0,0.05,0.0196850393700787,100.0,100.0,4.65,2.75,100.0
en:seaweed-spread,1000.0,22.1,3.0,1.205,1.2,0.47244094488189003,,71.1,2.3,2.4,71.1
en:squeezed-pineapple-juices,206.5,0.1,0.0,11.5,0.002,0.00078740157480315,100.0,100.0,0.3,0.4,100.0
fr:chocolats-noirs-aromatises,2291.0,36.85,22.0,37.0,0.02,0.0078740157480315,,0.0,9.1,7.0,0.0
fr:genoises,1606.5,10.0,6.0,52.0,0.2,0.078740157480315,,,2.0,3.1,
fr:saucisses-de-francfort,1134.0,24.0,8.75,0.7,2.07,0.8149606299212601,,,0.0,12.75,
de:cereales-et-pommes-de-terre,1536.0,7.25,1.4,3.1,0.71,0.27952755905511795,,15.0,6.449999999999999,9.8,15.0
fr:ricotta,598.0,10.0,7.0,3.0,0.4,0.15748031496063,,,0.0,8.0,
en:flax-seeds,2057.0,39.25,3.7,1.0,0.08299999999999999,0.0326771653543307,,,27.95,20.0,
en:peach-applesauce,251.0,0.2,0.0,12.1,0.0,0.0,99.0,99.3,1.9,0.5,99.0
en:wines-from-italy,0.0,,,,,,,,,,
fr:coulis-de-tomates,158.0,0.2,0.0,5.4,0.3,0.118110236220472,,99.6,1.75,1.6,99.6
en:table-salts,0.0,0.0,0.0,0.0,99.9,39.3307086614173,,,0.0,0.0,
en:fars,854.0,5.4,2.3,19.2,0.4,0.15748031496063,,16.0,0.55,5.1,16.0
en:mushroom-sauces,414.0,7.35,3.0,1.0,1.0,0.393700787401575,0.0,10.75,0.8,1.4,6.0
en:apricots-in-syrup,280.0,0.1,0.045,14.95,0.022699999999999998,0.008937007874015749,65.0,56.4,1.0,0.5,60.7
en:fresh-tabbouleh,741.0,6.550000000000001,0.7,3.9,1.0384,0.4088188976377955,23.0,23.0,2.0,4.7,23.0
fr:vin-d-alsace,0.0,0.0,0.0,0.16,0.005,0.001968503937007875,,,0.0,0.07,
en:white-wheat-flours,1449.0,1.1,0.2,1.2,0.0071500000000000044,0.00281496062992126,,,3.95,10.0,
fr:sardines-a-l-ancienne,929.0,15.0,3.3,0.0,1.0,0.393700787401575,,,0.0,22.0,
en:fresh-eggs,630.0,11.0,3.0,0.5,0.32,0.125984251968504,,,0.0,12.7,
de:streichfette,2794.0,77.5,40.0,0.6,0.15000000000000002,0.059055118110236254,,,0.0,0.5,
en:durum-wheat-pasta-with-egg,1192.0,4.35,1.2,2.5,0.2,0.078740157480315,,,2.7,12.0,
en:squeezed-grapefruit-juices,163.0,0.1,0.0,8.2,0.01,0.00393700787401575,100.0,100.0,0.45,0.6,100.0
fr:viennoiseries-surgelees,1569.0,20.5,13.1,9.9,0.85,0.334645669291339,,34.0,2.4,7.3,34.0
en:almond-paste,1819.0,15.7,1.2,62.0,0.02,0.0078740157480315,33.0,33.0,3.0999999999999996,5.7,33.0
en:epicerie,479.5,1.92,0.58,3.8,1.8,0.708661417322835,,43.0,0.0,1.2,43.0
fr:purees-de-pommes-de-terre,462.5,3.4,2.05,0.9,0.51,0.200787401574803,,12.5,1.8,2.05,12.5
fr:eclairs,1146.0,13.0,7.3,20.6,0.4,0.15748031496063,,3.8,1.9,4.7,3.8
en:roasted-sunflower-seeds,2435.0,50.0,5.0,2.7,3.3,1.299212598425195,0.0,0.0,8.2,19.0,0.0
en:mountain-waters,0.0,0.0,0.0,0.0,0.000195,7.6771653543307e-05,0.0,0.0,0.0,0.0,0.0
en:spirulina,1439.5,4.9,1.1,0.32,1.05,0.4133858267716535,,,3.6,63.0,
fr:galettes-a-la-frangipane,1847.0,29.0,16.0,12.0,0.71,0.27952755905511795,,,1.6,6.5,
fr:fromages-du-nord-pas-de-calais,1355.0,24.2,17.0,0.3,2.5,0.9842519685039369,,,0.0,26.0,
en:ducks,1201.0,20.4,6.4,0.7,1.46,0.574803149606299,21.0,21.0,0.0,19.0,21.0
en:carrot-juices,131.0,0.1,0.01,6.1,0.1,0.0393700787401575,70.0,99.5,0.5,0.6,99.5
en:triple-beer,0.0,0.05,0.0,0.1,0.0,0.0,,,0.0,0.55,
en:decorticated-lentils,1397.0,1.7,0.2,1.75,0.02,0.0078740157480315,100.0,100.0,11.0,24.95,100.0
en:peach-nectars,215.5,0.1,0.001,11.1,0.00165,0.0006496062992125985,50.0,50.0,0.59,0.4,50.0
fr:pastis,0.0,1.0,0.5,0.75,0.075,0.0295275590551181,,,0.45,0.62,
en:whole-black-olives,686.0,19.25,3.7,0.45,3.44,1.354330708661415,,,5.55,1.4,
en:plain-quenelles,908.5,14.0,2.9000000000000004,0.7,1.0,0.393700787401575,,,1.0,6.9,
en:from-10-months,293.0,2.9,1.2,8.0,0.08,0.031496062992126,,39.0,0.5,2.0,39.0
en:specialty-made-with-tripe,456.0,3.0,1.4,0.4,1.1,0.433070866141732,5.0,5.0,1.0,17.0,5.0
en:coconut-macaroons,1883.0,23.6,21.0,45.0,0.1,0.0393700787401575,28.5,30.0,5.7,4.1,30.0
en:walnut-oils,3700.0,100.0,9.3,0.0,0.0,0.0,,,0.0,0.0,
en:snails,1322.5,29.4,20.0,0.8,1.3,0.5118110236220471,,,1.1,10.05,
en:capicola,1160.05,19.5,6.9,0.3,4.550000000000004,1.7913385826771653,,,0.05,27.0,
ru:молоко-питьевое-ультрапастеризованное-ультравысокотемпературно-обработанное,249.0,3.2,,,,,,,,3.0,
en:canned-salmons,707.0,9.41,1.8,0.0,1.0,0.393700787401575,,,0.0,20.0,
fr:mueslis-aux-noix,1937.0,19.3,3.4,17.4,0.2,0.078740157480315,15.75,15.0,6.5,9.5,15.0
fr:mimolettes,1350.0,24.0,17.0,0.1,2.5,0.9842519685039369,,,0.0,26.0,
fr:galettes-bretonnes,2050.0,21.0,13.8,27.0,0.94,0.37007874015748,,,1.9,6.2,
en:decorticated-red-lentils,1397.0,1.7,0.2,1.75,0.02,0.0078740157480315,100.0,100.0,11.0,24.924999999999997,100.0
ru:молоко-питьевое,249.0,3.2,,,,,,,,3.0,
es:chips-de-patatas-fritas-clasicas,2246.0,34.7,4.2,0.6499999999999999,1.016,0.4,,,4.45,6.3,
en:bearnaise-sauce,1996.0,50.9,4.4,2.75,1.635,0.643700787401575,,10.0,0.5,1.2,10.0
en:breaded-cod-fish,803.0,8.1,0.8,1.1,0.63,0.248031496062992,,,0.8,13.0,
en:dehydrated-vegetable-bouillons,678.0,2.8,0.4,4.6,19.47,7.66535433070866,5.4,8.75,0.7,2.3,8.5
en:mortadella,1180.0,25.0,8.5,0.5,2.3,0.905511811023622,,,0.2,14.5,
en:sardines-in-oil-and-lemon,933.0,15.0,3.5,0.005,1.0,0.393700787401575,6.5,6.5,0.0,22.0,6.5
en:cod-livers,1933.0,47.0,8.5,0.0,0.8,0.31496062992126,,,0.0,7.0,
fr:ravioli-a-la-crevette,757.0,6.1,1.0,1.6,1.0,0.393700787401575,,,1.3,8.3,
en:lemon-tarts,1416.0,14.2,9.3,27.8,0.2,0.078740157480315,,12.0,0.9,4.7,12.0
en:pineapple,220.0,0.1,0.0,12.0,0.01,0.00393700787401575,68.0,50.0,0.5,0.4,50.0
fr:barres-chocolatees-aux-fruits-oleagineux,2013.0,22.5,8.0,51.8,0.6,0.23622047244094502,,22.0,1.05,8.6,22.0
en:caramel-spreads,1747.5,17.0,10.0,46.25,0.474,0.1866141732283465,,51.5,0.25,1.35,51.5
en:vegetable-cakes,444.0,5.1,0.75,2.75,0.8415000000000006,0.33129921259842554,72.75,70.5,3.55,3.8499999999999996,70.5
en:green-pestos,1803.0,43.0,5.5,2.4,2.4050000000000002,0.9468503937007875,,,2.0,4.2,
en:vegetarian-sausages,985.5,12.6,1.7,1.3,1.8,0.708661417322835,,,2.5,20.0,
fr:soupes-de-nouilles,403.0,3.75,2.25,0.7,1.2,0.47244094488189003,,,1.1,2.2,
en:green-teas-with-mint,0.0,0.0,0.0,0.45,0.0,0.0,,,0.0,0.0,
en:herbes-de-provence,0.0,0.0,0.0,0.0,0.05,0.01968503937007875,,,0.0,0.0,
fr:fromages-double-creme,1418.5,30.0,21.0,0.32,1.4,0.551181102362205,,,0.0,16.0,
en:mango-nectars,209.0,0.035,0.0,10.9,0.0023,0.0009055118110236221,30.0,31.0,0.5,0.225,30.5
fr:sardines-a-l-huile-et-au-piment,954.0,15.0,3.3,0.15000000000000002,1.0,0.393700787401575,6.5,9.25,0.0,21.65,6.5
en:sausages-with-lentils,467.0,5.0,1.9,0.9,0.9299999999999999,0.3661417322834646,29.5,31.75,2.3499999999999996,7.0,31.75
fr:biscuits-aperitif-souffles-au-fromage,2157.0,29.0,2.75,4.25,2.0233,0.7965748031496065,,,2.1,6.25,
en:flavored-and-colored-dry-pastas,1502.5,1.5,0.4,3.5,0.0225,0.008858267716535435,12.5,12.5,3.2,12.45,12.5
en:whole-champignon-mushrooms,0.0,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,
en:poultry-broth,789.0,4.5,1.0,3.1,36.15,14.232283464566901,,,0.6,6.2,
en:sliced-breads-with-cereals,1166.5,6.0,0.8,4.6,1.15,0.452755905511811,,,4.3,9.1,
en:pickled-capers,125.0,0.5,0.11,0.4,5.475,2.155511811023625,0.0,0.0,3.0,2.12,0.0
fr:fromages-a-pate-molle,1368.0,28.0,19.0,0.5,1.3,0.5118110236220471,,,0.0,17.0,
en:buckwheat,1448.0,2.8,0.5,1.3,0.01,0.00393700787401575,,,5.0,12.3,
en:pancakes,1242.5,11.0,1.8,15.1,0.96,0.37799999999999995,,,1.5,6.4,
fr:alimentos-de-origen-vegetal,1184.0,2.6,0.5,3.5,0.15,0.0590551181102362,100.0,100.0,4.6,5.5,100.0
en:sesame-oils,3700.0,99.9,15.0,0.0,0.0,0.0,,,0.0,0.0,
en:apple-nectars,184.0,0.0,0.0,10.0,0.0132,0.0052,50.0,50.0,0.0,0.1,50.0
en:baked-beans-in-tomato-sauce,350.0,0.5,0.1,2.4,0.8,0.31496062992126,67.0,67.0,4.75,4.95,67.0
en:sushi-and-maki,653.0,3.55,0.8,4.45,1.8,0.708661417322835,,,1.59,5.3,
en:salt-and-vinegar-crisps,2230.0,33.0,2.9,1.2999999999999998,1.62,0.63696062992126,,,4.6,6.0,
en:japonica-rices,1464.0,0.95,0.2,0.35,0.01,0.00393700787401575,,,1.65,7.4,
fr:pates-en-croute,1226.0,18.0,7.7,1.0,1.7,0.669291338582677,,,1.3,11.0,
fr:andouillettes,937.0,17.0,7.6,0.5,1.64,0.645669291338583,,,0.0,18.0,
fr:biscuits-edulcores,1803.0,17.0,4.8,0.9,0.65,0.255905511811024,,,5.8,7.0,
en:cream-of-tomato-soups,155.0,0.8,0.3,3.2,0.65,0.255905511811024,58.0,58.0,1.0,0.7,58.0
fr:mont-d-or,1200.0,25.0,17.0,0.5,1.4,0.551181102362205,,,0.0,18.0,
en:lean-quark,287.0,0.2,0.1,4.0,0.1,0.0393700787401575,,,0.25,12.0,
en:pear-jams,908.0,0.3,0.06785000000000001,50.0,0.0499999999999999,0.0196850393700787,60.0,60.0,1.6,0.45,60.0
fr:brioches-tranchees-pur-beurre,1506.0,13.5,8.8,13.0,0.96,0.37795275590551203,0.0,0.0,1.75,7.8,0.0
fr:chocolats-au-cafe,2285.0,36.5,23.0,41.0,0.1,0.0393700787401575,,,8.1,7.1,
en:duck-confit,1196.0,21.4,6.3,0.2,1.5,0.590551181102362,,34.0,0.0,23.8,34.0
es:chips-de-patatas-fritas-lisas,2243.0,34.7,4.1,0.6499999999999999,1.016,0.4,,,4.15,6.32,
en:infant-formulas,289.0,3.5,1.35,7.0,0.05,0.0197,,,0.1,1.6,
en:florentines,2213.0,30.7,14.0,44.05,0.17,0.0669291338582677,,,3.875,7.4,
fr:tisanes-bio,2.8,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
fr:india-pale-ale,0.0,0.0,0.0,0.0,,,,,,0.0,
en:grilled-almonds,2658.5,55.75,4.45,4.6,0.155,0.0610236220472441,,98.0,9.3,24.0,98.0
en:stevia-and-their-products,4.0,0.0,0.0,1.5499999999999998,0.0,0.0,,,0.0,0.0,
en:blueberries,0.0,0.064,0.0,5.35,0.02,0.0078740157480315,,,15.85,0.76,
en:vanilla,503.0,3.9,2.4,13.3,0.11,0.0433070866141732,3.5,7.1,0.4,3.3,7.0
en:pasta-gratin,713.5,8.3,4.8,1.7,0.785,0.3090551181102365,14.2,19.549999999999997,1.3,7.35,14.2
en:plums,0.0,0.45,0.1,16.15,0.01,0.00393700787401575,,51.0,1.6,0.6,51.0
en:bread-crumbs,1537.5,1.85,0.35,4.9,1.4,0.551181102362205,,,4.0,12.0,
en:preparations-made-from-fish,745.0,10.3,1.9,1.2,1.1,0.433070866141732,,10.6,0.6,8.5,10.6
en:white-nougat,1876.5,16.75,1.6,55.55,0.05,0.0196850393700787,53.0,35.0,2.4,7.75,40.0
en:anchovy,841.0,10.4,1.95,0.2,12.4,4.88188976377953,,12.7,0.0,22.0,12.7
fr:yaourts-a-boire-gout-fraise,306.0,1.3,0.9,12.0,0.1,0.0393700787401575,0.0,3.55,0.1,2.8,2.1
en:cherries,244.33,0.25,0.1,16.0,0.01,0.00393700787401575,56.0,64.5,0.8,0.6,56.0
en:artisanal-ciders,0.0,,,,,,,,,,
fr:cervelas,1155.0,25.0,8.8,0.9,2.145,0.844488188976378,,,0.3,12.25,
en:pike-quenelles,841.0,12.0,4.449999999999999,0.6,1.1,0.433070866141732,,,1.0,7.85,
fr:lasagnes-a-garnir,1502.0,1.9,0.4,3.0,0.01,0.00393700787401575,,,3.0,12.0,
fr:tagliatelles-fraiches,1150.0,2.1,0.525,1.45,0.05,0.0196850393700787,,,2.8,10.0,
en:wine-vinegars,92.0,0.01,0.0,0.1,0.01,0.00393700787401575,,,0.0,0.1,
en:flavors,57.5,0.0,0.0,0.45,0.0,0.0,,,0.0,0.0,
en:parboiled-rices,1485.0,0.8,0.2,0.3,0.01,0.00393700787401575,,,1.5,7.380000000000001,
en:from-18-months,299.0,2.25,0.6,1.7,0.28,0.110236220472441,49.0,41.0,1.4249999999999998,2.7,45.0
en:baby-follow-on-milk-from-5-months,370.0,3.5,1.4,6.4,0.06,0.0236220472440945,,,0.1,1.9,
en:yeast-extract-spreads,941.0,0.5,0.1,1.2,3.9,1.53543307086614,,,3.5,27.75,
fr:sauces-caesar,1753.0,43.0,3.6,3.2,1.8,0.708661417322835,0.0,0.0,0.3,2.0,0.0
en:pine-nuts,2900.0,64.95,5.2,3.6,0.01,0.00393700787401575,50.0,100.0,5.4,16.0,100.0
en:cat-tongue,1816.0,11.0,4.9,41.0,0.6,0.23622047244094502,,,1.8,5.4,
fr:cacao-en-poudre-non-sucre,1531.0,21.0,13.0,0.5,0.0504,0.01984251968503935,,,30.0,20.0,
en:peppercorns,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
en:crab,294.0,0.6,0.2,1.0,1.39,0.5472440944881889,4.5,4.5,0.0,12.0,4.5
en:soy,297.0,1.9,0.3,5.42,0.10566400000000001,0.0416,9.5,10.0,0.6,3.5,10.0
